name,street,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,tenure,built_year,no_of_units,area_size,price
orchard scotts,anthony road,condominium,3.0,3.0,9,central region,newton,cairnhill,1.31032066930575,103.838400921041,0,2007.0,387.0,1872.0,3718000.0
concourse skyline,beach road,apartment,3.0,3.0,7,central region,downtown core,nicoll,1.30026689906653,103.861865589801,0,2014.0,360.0,1389.0,3740000.0
serenity park,tamarind road,condominium,3.0,3.0,28,north-east region,serangoon,seletar hills,1.3882277628451398,103.858740468004,1,1995.0,179.0,1313.0,1650000.0
canninghill piers,clarke quay,apartment,5.0,4.0,6,central region,singapore river,clarke quay,1.2914248297393,103.844383363038,0,1970.0,696.0,2874.0,14080000.0
forte suites,88 mergui road ,apartment,2.0,2.0,8,central region,kallang,kampong java,1.31782799598861,103.851970497394,1,2016.0,106.0,678.0,1307800.0
tedge,328 changi road ,apartment,3.0,2.0,14,east region,bedok,frankel,1.3180672677588998,103.908811491066,1,1960.0,42.0,915.0,1636800.0
alba,8 cairnhill rise ,apartment,3.0,3.0,9,central region,newton,cairnhill,1.3074153524008705,103.83971731014,1,2015.0,50.0,2303.0,8140000.0
v on shenton,shenton way,apartment,2.0,1.0,1,central region,downtown core,cecil,1.27708340707631,103.849181343548,0,2017.0,510.0,721.0,1859000.0
hedges park condominium,flora drive,condominium,4.0,4.0,17,east region,pasir ris,flora drive,1.35521095284251,103.966422045067,0,2015.0,501.0,1539.0,1925000.0
irwell hill residences,2 irwell hill ,apartment,3.0,2.0,9,central region,river valley,leonie hill,1.2972590729906102,103.831023686317,0,1976.0,540.0,657.0,1977800.0
mooi residences,139 holland road ,apartment,3.0,2.0,10,central region,bukit timah,leedon park,1.31257730599051,103.79835625246,1,1930.0,24.0,990.0,2750000.0
the m,middle road,apartment,2.0,1.0,7,central region,downtown core,bugis,1.29751049338808,103.856297302855,0,1930.0,522.0,840.0,2217600.0
the panorama,ang mo kio avenue 2,condominium,4.0,4.0,20,north-east region,ang mo kio,kebun bahru,1.3754964123397602,103.833903324716,0,2017.0,698.0,1313.0,2585000.0
studio 3,28 shanghai road ,apartment,2.0,2.0,10,central region,tanglin,chatsworth,1.29570993713335,103.827568387283,1,2005.0,66.0,883.0,2035000.0
symphony suites,yishun close,condominium,3.0,2.0,27,north region,yishun,yishun east,1.43456191549725,103.844362842957,0,2018.0,660.0,893.0,1100000.0
normanton park,45 normanton park ,apartment,2.0,1.0,5,central region,queenstown,kent ridge,1.28734967872327,103.793056323472,0,1930.0,1862.0,657.0,1236400.0
eastwood regency,40 eastwood road ,apartment,1.0,1.0,16,east region,bedok,bedok south,1.32112663542292,103.957520577028,1,2010.0,75.0,517.0,977800.0
leedon green,26 leedon heights ,condominium,3.0,2.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,818.0,2404700.0
kopar at newton,8 makeway avenue ,apartment,4.0,2.0,9,central region,novena,moulmein,1.31273110891936,103.840805628022,0,1930.0,378.0,1528.0,3752100.0
one bernam,1 bernam street ,apartment,1.0,1.0,2,central region,downtown core,anson,1.2738629435052,103.843710484506,0,1930.0,351.0,441.0,1447600.0
the foresta @ mount faber,wishart road,condominium,2.0,2.0,4,central region,bukit merah,maritime square,1.27035025509729,103.813967319772,1,2014.0,141.0,958.0,2068000.0
parc olympia,66 flora drive ,condominium,3.0,3.0,17,east region,pasir ris,flora drive,1.3558859934741003,103.965304613692,0,2015.0,486.0,1292.0,1430000.0
serenity park,tamarind road,condominium,3.0,3.0,28,north-east region,serangoon,seletar hills,1.3882277628451398,103.858740468004,1,1995.0,179.0,1594.0,2046000.0
river place,havelock road,condominium,1.0,1.0,3,central region,singapore river,robertson quay,1.2896097164683,103.841276389346,0,1999.0,492.0,743.0,1298000.0
sophia residence,sophia road,condominium,3.0,3.0,9,central region,rochor,mount emily,1.30158083491052,103.848507995671,1,2014.0,272.0,1992.0,3740000.0
three 11,311 upper thomson road ,apartment,1.0,1.0,20,central region,bishan,upper thomson,1.35665447059553,103.828736711218,1,2015.0,65.0,581.0,1188000.0
the atelier,makeway avenue,apartment,1.0,1.0,9,central region,novena,moulmein,1.31283039144925,103.841544287772,1,1930.0,120.0,549.0,1595700.0
skysuites@anson,8 enggor street ,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.2746439780471102,103.844741587315,0,2014.0,360.0,365.0,990000.0
the glades,bedok rise,condominium,1.0,1.0,16,east region,bedok,bedok south,1.32713313560276,103.948931009877,0,2016.0,726.0,475.0,825000.0
le regal,geylang road,apartment,1.0,1.0,14,central region,geylang,aljunied,1.31250268727998,103.880368117228,1,2015.0,88.0,366.0,660000.0
watertown,punggol central,apartment,2.0,2.0,19,north-east region,punggol,punggol town centre,1.40717651212161,103.90303963124398,0,2017.0,992.0,915.0,1538900.0
forett@bukit timah,toh tuck road,apartment,2.0,1.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,216.0,570.0,1186900.0
the hyde,balmoral road,condominium,4.0,3.0,10,central region,tanglin,nassim,1.31432631656582,103.831065213527,1,1947.5,117.0,1572.0,5111700.0
martin no 38,38 martin road ,apartment,2.0,2.0,9,central region,river valley,institution hill,1.29213320015397,103.838064913731,1,2011.0,88.0,1130.0,3410000.0
parc clematis,jalan lempeng,apartment,4.0,3.0,5,west region,clementi,faber,1.31710645052527,103.758947292195,0,1930.0,1468.0,1292.0,2344100.0
the avenir,river valley close,condominium,2.0,2.0,9,central region,river valley,institution hill,1.29474075956073,103.836583709306,1,2014.0,376.0,829.0,2585000.0
the foresta @ mount faber,102 wishart road ,condominium,3.0,3.0,4,central region,bukit merah,maritime square,1.27056376702524,103.81362828328,1,2014.0,141.0,1539.0,3080000.0
spring grove,53 grange road ,condominium,3.0,3.0,10,central region,tanglin,chatsworth,1.29810982307445,103.827712685178,0,1996.0,325.0,1389.0,2530000.0
zyanya,lorong 25a geylang,apartment,4.0,3.0,14,central region,geylang,aljunied,1.31391724536932,103.883271343775,1,1930.0,34.0,1195.0,1944800.0
thomson grand,sin ming walk,condominium,3.0,2.0,20,central region,bishan,upper thomson,1.36534920847374,103.830268477018,0,2015.0,361.0,1648.0,2750000.0
the sound,east coast road,condominium,1.0,1.0,15,east region,bedok,frankel,1.31020604772432,103.914763365301,1,2013.0,104.0,603.0,1155000.0
clavon,clementi avenue 1,apartment,4.0,3.0,5,west region,clementi,clementi woods,1.30891243803731,103.76705513582,0,1930.0,640.0,1281.0,2403500.0
leicester suites,leicester road,apartment,1.0,1.0,13,central region,toa payoh,potong pasir,1.33040458254512,103.867093216382,1,2013.0,47.0,463.0,880000.0
the woodleigh residences,21 bidadari park drive ,apartment,2.0,1.0,13,central region,toa payoh,bidadari,1.33846074116521,103.871405511562,0,1960.0,667.0,667.0,1559800.0
the foresta @ mount faber,102 wishart road ,condominium,2.0,1.0,4,central region,bukit merah,maritime square,1.27056376702524,103.81362828328,1,2014.0,141.0,538.0,1320000.0
whitewater,29 pasir ris street 72 ,condominium,3.0,3.0,18,east region,pasir ris,pasir ris west,1.38042350544105,103.935307266177,0,2005.0,397.0,1151.0,1320000.0
urban vista,tanah merah kechil link,condominium,1.0,1.0,16,east region,bedok,bedok north,1.3276667701016,103.944745938969,0,2016.0,582.0,441.0,734800.0
tedge,changi road,apartment,3.0,2.0,14,east region,bedok,frankel,1.3180672677588998,103.908811491066,1,1960.0,42.0,861.0,1575300.0
v on shenton,shenton way,apartment,2.0,2.0,1,central region,downtown core,cecil,1.27708340707631,103.849181343548,0,2017.0,510.0,1033.0,2475000.0
kingsford waterbay,74 upper serangoon view ,apartment,1.0,1.0,19,north-east region,hougang,kangkar,1.3747206566168002,103.903731742438,0,2018.0,1165.0,689.0,970200.0
highline residences,1 kim tian road ,condominium,1.0,1.0,3,central region,bukit merah,tiong bahru,1.28401388660814,103.829756642021,0,2018.0,500.0,506.0,1232000.0
seasons view,pemimpin drive,condominium,3.0,3.0,20,central region,bishan,marymount,1.35222442490505,103.841544324383,0,2000.0,188.0,1141.0,1540000.0
marina collection,13 cove drive ,condominium,4.0,5.0,4,central region,southern islands,sentosa,1.24297424636053,103.839164641252,0,2011.0,124.0,2185.0,4508900.0
klimt cairnhill,cairnhill road,apartment,4.0,3.0,9,central region,newton,cairnhill,1.30896390883059,103.836154325224,1,1930.0,138.0,2056.0,8475500.0
opal suites,1 opal crescent ,apartment,1.0,1.0,12,central region,kallang,bendemeer,1.32751915623427,103.867298187961,1,2012.0,19.0,398.0,756800.0
bliss residences,17 jalan masjid ,apartment,2.0,2.0,14,east region,bedok,kembangan,1.32012879856897,103.91212772924,1,2008.0,23.0,915.0,1431000.0
the avenir,8 river valley close ,condominium,1.0,1.0,9,central region,river valley,institution hill,1.29474075956073,103.836583709306,1,2011.0,376.0,427.0,1681900.0
the jovell,flora drive,condominium,4.0,3.0,17,east region,pasir ris,flora drive,1.35823032280321,103.965573132382,0,1930.0,428.0,1270.0,1901900.0
altez,16 enggor street ,apartment,3.0,3.0,2,central region,downtown core,tanjong pagar,1.27461794103822,103.844319553688,0,2014.0,280.0,1561.0,4703700.0
marina one residences,23 marina way ,apartment,4.0,3.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1593.0,4761900.0
the woodleigh residences,19 bidadari park drive ,apartment,4.0,3.0,13,central region,toa payoh,bidadari,1.33817297729956,103.871178370558,0,1960.0,667.0,1259.0,2897400.0
lumiere,2 mistri road ,apartment,2.0,2.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,1001.0,1908500.0
eden residences capitol,stamford road,apartment,4.0,3.0,6,central region,downtown core,city hall,1.29298775382221,103.851046829843,0,2016.0,39.0,3003.0,11175600.0
floridian,bukit timah road,condominium,4.0,4.0,21,central region,bukit timah,holland road,1.33257600947573,103.785827347059,1,2012.0,336.0,2336.0,4818000.0
fulcrum,fort road,condominium,2.0,2.0,15,central region,kallang,tanjong rhu,1.29868831359876,103.884853403453,1,2016.0,128.0,678.0,1892000.0
citylights,jellicoe road,condominium,1.0,1.0,8,central region,kallang,lavender,1.3088957673265802,103.863068603426,0,2007.0,600.0,560.0,1045000.0
the iveria,kim yam road,apartment,3.0,2.0,9,central region,river valley,institution hill,1.2952856447523702,103.838567440302,1,1960.0,51.0,904.0,2475000.0
tampines street 11,tampines street 11,condominium,3.0,3.0,18,east region,tampines,tampines east,1.3453195492621202,103.945384662025,0,2014.0,679.0,1033.0,1617000.0
stirling residences,23 stirling road ,apartment,1.0,1.0,3,central region,queenstown,mei chin,1.29161477521886,103.805052653091,0,2021.0,1259.0,441.0,1239700.0
the lumos,leonie hill,apartment,3.0,2.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,2593.0,6196300.0
marina one residences,23 marina way ,apartment,3.0,3.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1593.0,4761900.0
nouvel 18,16 anderson road ,condominium,4.0,3.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,1765.0,5492300.0
riverfront residences,77 hougang avenue 7 ,apartment,2.0,1.0,19,north-east region,hougang,kangkar,1.3712766425144198,103.900554105553,0,2015.0,1472.0,689.0,1080200.0
loyang valley,204 loyang avenue ,condominium,2.0,2.0,17,east region,pasir ris,loyang east,1.36740497281175,103.969165586472,0,1985.0,362.0,1000.0,1078000.0
seascape,cove way,condominium,3.0,4.0,4,central region,southern islands,sentosa,1.23978494620582,103.83727712150998,0,2011.0,151.0,2164.0,5610000.0
watercolours,29 pasir ris link ,executive condominium,3.0,3.0,18,east region,pasir ris,pasir ris park,1.3762202996298998,103.959523461706,0,2014.0,416.0,1238.0,1237500.0
the inflora,flora drive,condominium,2.0,2.0,17,east region,pasir ris,flora drive,1.35632843123308,103.966578200418,0,2016.0,396.0,742.0,1045000.0
the hyde,11 balmoral road ,condominium,1.0,1.0,10,central region,tanglin,nassim,1.31432631656582,103.831065213527,1,1947.5,117.0,495.0,1556500.0
the lakefront residences,lakeside drive,condominium,3.0,2.0,22,west region,jurong west,taman jurong,1.34335239967805,103.719303577001,0,2014.0,629.0,1023.0,1650000.0
leedon green,leedon heights,condominium,3.0,2.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,958.0,2821500.0
waterview,tampines avenue 1,condominium,2.0,3.0,18,east region,tampines,tampines west,1.34856753039649,103.926675325727,0,2014.0,696.0,926.0,1023000.0
midwood,10 hillview rise ,condominium,5.0,4.0,23,west region,bukit batok,hillview,1.36410574565492,103.763670992519,0,1930.0,564.0,1259.0,2151600.0
pullman residences newton,18 dunearn road ,apartment,1.0,1.0,11,central region,novena,moulmein,1.31467262956125,103.839010845653,1,1930.0,340.0,463.0,1519100.0
vibes@upper serangoon,488 upper serangoon road ,apartment,2.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34481825847721,103.87123873961,1,2016.0,60.0,850.0,1045000.0
kopar at newton,4 makeway avenue ,apartment,1.0,1.0,9,central region,novena,moulmein,1.31242688268348,103.841064338246,0,1930.0,378.0,517.0,1355200.0
nouvel 18,18 anderson road ,condominium,2.0,2.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,1539.0,4967600.0
pullman residences newton,18 dunearn road ,apartment,3.0,3.0,11,central region,novena,moulmein,1.31467262956125,103.839010845653,1,1930.0,340.0,1163.0,3396800.0
the sail @ marina bay,4 marina boulevard ,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.28076943504219,103.852658562152,0,2008.0,1111.0,657.0,1408000.0
changi green,upper changi road east,condominium,3.0,3.0,16,east region,tampines,xilin,1.3447711497209298,103.963820610847,1,1998.0,256.0,1216.0,1540000.0
le regal,340 geylang road ,apartment,1.0,1.0,14,central region,geylang,aljunied,1.31250268727998,103.880368117228,1,2015.0,88.0,366.0,676500.0
the trilinq,28 jalan lempeng ,condominium,5.0,4.0,5,west region,clementi,faber,1.3182475031588703,103.762081253712,0,2017.0,755.0,4607.0,5473100.0
normanton park,normanton park,apartment,5.0,3.0,5,central region,queenstown,kent ridge,1.28749505390492,103.793610594541,0,1930.0,1862.0,1515.0,3080000.0
ola,78 anchorvale crescent ,executive condominium,4.0,4.0,19,north-east region,sengkang,anchorvale,1.3971040106626498,103.892771167018,0,1930.0,548.0,1389.0,1537800.0
bishopsgate residences,bishopsgate,condominium,4.0,6.0,10,central region,tanglin,chatsworth,1.2984340703381398,103.824518766243,1,2012.0,31.0,6082.0,27839900.0
the glades,bedok rise,condominium,2.0,2.0,16,east region,bedok,bedok south,1.32713313560276,103.948931009877,0,2016.0,726.0,721.0,1265000.0
peak residence,thomson road,condominium,1.0,1.0,11,central region,novena,malcolm,1.32534460429599,103.840724426138,1,2013.0,90.0,539.0,1373200.0
avenue south residence,silat avenue,apartment,1.0,1.0,3,central region,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,1930.0,1074.0,527.0,1375000.0
the jovell,flora drive,condominium,2.0,1.0,17,east region,pasir ris,flora drive,1.35823032280321,103.965573132382,0,1930.0,428.0,645.0,945900.0
river place,60 havelock road ,condominium,4.0,3.0,3,central region,singapore river,robertson quay,1.2896097164683,103.841276389346,0,1999.0,492.0,2110.0,3504300.0
35 gilstead,35 gilstead road ,apartment,3.0,3.0,11,central region,novena,moulmein,1.31711023904743,103.837956844749,1,2013.0,70.0,926.0,2572100.0
hillion residences,10 jelebu road ,apartment,6.0,4.0,23,west region,bukit panjang,jelebu,1.3784291899576202,103.763427108552,0,2017.0,546.0,3208.0,3740000.0
sims urban oasis,2 sims urban oasis ,condominium,2.0,1.0,14,central region,geylang,aljunied,1.3191895872053898,103.881380824314,0,2017.0,1024.0,710.0,1320000.0
holland grove road,18 holland grove road ,condominium,3.0,3.0,10,central region,bukit timah,ulu pandan,1.31675718224416,103.783239125241,0,2006.5,134.0,1464.0,3337500.0
avenue south residence,silat avenue,apartment,2.0,2.0,3,central region,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,1930.0,1074.0,689.0,1857700.0
central green condominium,9 jalan membina ,condominium,3.0,3.0,3,central region,bukit merah,tiong bahru station,1.28451338901171,103.82771157984,0,1995.0,412.0,1292.0,2090000.0
kingsford . hillview peak,hillview rise,condominium,3.0,3.0,23,west region,bukit batok,hillview,1.36478651146586,103.764763618001,0,2017.0,512.0,2207.0,2640000.0
the sail @ marina bay,marina boulevard,apartment,3.0,3.0,1,central region,downtown core,central subzone,1.28076943504219,103.852658562152,0,2008.0,1111.0,1900.0,4345000.0
parkwood residences,yio chu kang road,apartment,3.0,2.0,19,north-east region,hougang,kovan,1.36652661429401,103.875828348014,0,1930.0,18.0,861.0,1540000.0
normanton park,45 normanton park ,apartment,4.0,4.0,5,central region,queenstown,kent ridge,1.28734967872327,103.793056323472,0,1930.0,1862.0,1313.0,2521200.0
brookvale drive,brookvale drive,condominium,3.0,2.0,21,west region,clementi,sunset way,1.33102936528877,103.767519926051,0,1930.0,660.0,1109.0,2350700.0
affinity at serangoon,26 serangoon north avenue 1 ,apartment,4.0,4.0,19,north-east region,serangoon,serangoon garden,1.3661870297630598,103.873674807486,0,2015.0,1052.0,1582.0,2759900.0
